playlist_country,artist_name,track_name,release_date,popularity,track_id,playlist_id
Mexico,Julión Álvarez y su Norteño Banda,Lo Tienes Todo,2023-11-17,85,29vIEdxgMT9H1fnBMecWjA,37i9dQZEVXbKUoIkUXteF6
Mexico,Myke Towers,LA FALDA,2023-09-18,93,7iUtQNMRB8ZkKC4AmEuCJC,37i9dQZEVXbKUoIkUXteF6
Mexico,KAROL G,QLONA,2023-08-10,90,5RqSsdzTNPX1uzkmlHCFvK,37i9dQZEVXbKUoIkUXteF6
Mexico,Kali Uchis,Igual Que Un Ángel (with Peso Pluma),2024-01-12,89,6XaJfhwof7qIgbbXO5tIQI,37i9dQZEVXbKUoIkUXteF6
Mexico,Grupo Frontera,EL AMOR DE SU VIDA,2023-08-25,86,0O3U5iwTbiXCREMkvotJuN,37i9dQZEVXbKUoIkUXteF6
Mexico,Fuerza Regida,UNA CERVEZA,2023-10-20,85,0lbDzTINTToToBpkrnQT2t,37i9dQZEVXbKUoIkUXteF6
Mexico,Remp,Don Dimadon,2024-03-14,81,1LfsvLFQprosUmrEtGPHAe,37i9dQZEVXbKUoIkUXteF6
Mexico,Calle 24,Apaga El Cel,2023-12-22,85,1sXr6moCwVxwKEgSPxhVvF,37i9dQZEVXbKUoIkUXteF6
Mexico,Fuerza Regida,CRAZYZ,2023-10-20,85,4zfQER4owi8q6NL8Gg63Ya,37i9dQZEVXbKUoIkUXteF6
Mexico,Yahir Saldivar,SC-9,2024-02-01,82,2y3TKxJAaIauybiS3GKHon,37i9dQZEVXbKUoIkUXteF6
Mexico,Shakira,(Entre Paréntesis),2024-03-22,82,68viiGZoRbLCjsy5xD4VrU,37i9dQZEVXbKUoIkUXteF6
Mexico,Alex Favela,ELOVRGA,2023-08-18,83,2TJKY0WSFufZOzbRNgl6zE,37i9dQZEVXbKUoIkUXteF6
Mexico,Bad Bunny,PERRO NEGRO,2023-10-13,92,7iQXYTyuG13aoeHxGG28Nh,37i9dQZEVXbKUoIkUXteF6
Mexico,Carin Leon,Alch Si,2023-11-30,83,5cWgwbui8BasfjCXvBZ7UA,37i9dQZEVXbKUoIkUXteF6
Mexico,Peso Pluma,LADY GAGA,2023-06-29,86,7mXuWTczZNxG5EDcjFEuJR,37i9dQZEVXbKUoIkUXteF6
Mexico,Jere Klein,ANDO,2023-12-01,81,4GvEuYAfJlICR2SpMDaBxQ,37i9dQZEVXbKUoIkUXteF6
Mexico,Christian Nodal,La Intención,2024-01-27,85,05tGmdz9dVZ4yGqz4YJdPK,37i9dQZEVXbKUoIkUXteF6
Mexico,Peso Pluma,NUEVA VIDA,2023-06-29,84,4Nf5EZ40JenjMUKXOiyRU5,37i9dQZEVXbKUoIkUXteF6
Mexico,Adrian L Santos,Ya No Estoy Dolido,2024-01-08,82,2DRGyAlo0ht15FGLTQPCCt,37i9dQZEVXbKUoIkUXteF6
Mexico,Gabito Ballesteros,LOU LOU,2023-10-19,83,3FvTHuefYV6TxE3Kseqno8,37i9dQZEVXbKUoIkUXteF6
Mexico,Carin Leon,Primera Cita,2023-05-19,61,3fJHbMUnzceimOnNjp63fF,37i9dQZEVXbKUoIkUXteF6
Mexico,Gabito Ballesteros,A Puro Dolor,2023-11-30,82,1rXxK89X0XGpIdTB6CwiFu,37i9dQZEVXbKUoIkUXteF6
Mexico,Alfredo Olivas,Vete,2022-09-30,81,1GtIK8iINes4gNt06F60NU,37i9dQZEVXbKUoIkUXteF6
Mexico,Peso Pluma,BELLAKEO,2023-12-07,89,05WVKTdZhlIMX4qqMLuo0f,37i9dQZEVXbKUoIkUXteF6
Mexico,Peso Pluma,Rompe La Dompe,2023-12-28,85,2OWv3lRR8PtOVuHWzQNRs2,37i9dQZEVXbKUoIkUXteF6
Mexico,Artemas,i like the way you kiss me,2024-03-19,97,2GxrNKugF82CnoRFbQfzPf,37i9dQZEVXbKUoIkUXteF6
